id:ID(Topic),Name,Uuid
1231,written by director,6bac28ca-2eeb-42b2-b72a-672449a7bb33
1232,false identity,92be3e9e-7309-4188-8767-0dfffcc01cb6
1233,nail polish,080eeb81-9814-441c-8964-4712c8bb5616
1234,atlantic city new jersey,dc854919-8039-4af5-837e-aadedbca03ea
1235,slow motion scene,8b312f23-39b8-445f-bf3b-e76c7f1abacf
1236,arrest,30820059-5a2d-4eda-8a1a-e86e5071a212
1237,women's toilet,c9bfe446-6ffe-4b4a-9c8f-444f4281a8eb
1238,party,b96e66bd-21f1-4a5b-a765-c5cc7775af86
1239,character says i love you,87092a03-f1a5-41ac-8c3a-72150e934285
1240,police investigation,a8d99927-57d8-41a5-b4d8-6a6fa925ea8f
1259,aftercreditsstinger,a2de3c4a-51bc-4a76-90b4-a68cd9ac78c9
1260,queen,82160e3d-76ba-4cb1-ba92-e0e1ee806e29
1261,princess,e628913b-0315-4be4-8e03-c9b0b197dfc7
1262,snowman,c6877528-8667-4cfd-8a3c-0207d7e81e90
1263,snow,b81ccbd4-fe13-49fa-be4e-33ca54078b9e
1264,curse,a3e0dae2-3b78-4afd-bf78-d32382af34c0
1265,mountain climber,0200ef09-0fa5-457f-9cc1-446aea4dfb57
1266,mountain,01747597-94fb-430f-9fd9-2bf92427ca39
1267,reindeer,c701e851-577e-4c3c-a3f6-4994aaf5f2e8
1268,magic,89f831d1-f70b-4d2e-9526-a74b36cd5604
1269,ice,abb66a1c-8f0b-4667-afc7-2e65d819ef54
1270,bechdel test passed,eeef2933-af9f-476f-9642-adcebce94e16
1271,clumsy girl,4d80ae78-cc6c-4467-896a-186dd23f02ee
1272,villain arrested,b516cc5b-f4e1-4834-8708-82f79d7b015d
1273,despair,aa557907-6bf7-4b81-8d10-fe83a8164a26
1274,person in ice,0b1b8b72-e480-4b41-8571-ee14a5f17e23
1275,sister love,c7663bca-cf1a-463f-af48-8d6902a831dc
1276,treason,848c1dc4-e209-40db-8812-220c1a309193
1277,scene after end credits,68ee48d9-8ac3-450a-801c-168302a224b9
1278,cold,cbafa292-bbfb-4863-8de6-acead9f088dc
1279,based on fairy tale,2d1ecb32-adaf-4729-a2fb-6a3ff7cc9409
1280,cheating death,36363217-432b-4c02-b8af-40da0a20e115
1281,one word title,ec48c463-7d5c-4c9a-865c-e64ea4d53bd6
1282,girl,4f980205-4de9-4488-ab56-382590058f0c
1283,orphan,7e9d5040-88dd-4ced-b2d9-235748b50ab8
1284,sacrifice,066e5000-659d-444b-8359-cfdff23901a0
1285,deceiver,44acacb9-28fa-4b7a-8159-f0da6d8df8db
1286,falsely accused,6caaa9fd-edf9-4453-a108-dbd9411da97f
1287,infatuation,0c19195d-7243-451b-8eee-5dbabb9e4fd7
1288,hopeless romantic,4d9af9ad-cb79-4eb4-8361-72da3a833726
1289,disney animated feature,6c4780fe-6163-47c5-89d1-58595fd548ba
1290,surprise after end credits,50104ae5-8352-495d-a945-0e6cfd65507a
1291,cliff,4c72e1d6-d1f7-4bfe-b616-b61ce778d565
1292,isolation,a9cd47b4-b924-4e3d-be07-c424f222fa46
1300,space,0914a168-b3fb-4997-ad9b-836406871e73
1301,trapped in space,558da0f1-1d1c-4806-86a9-482cf6f580f7
1302,space mission,fc320c4f-fe0b-4f89-9e5b-442684f8cc7f
1303,oxygen,5f3bb588-98ea-40ed-8d39-c202005ddbb0
1304,medical engineer,973ea4c0-0812-4103-b34a-3a75cf3f19e8
1305,satellite,da8de0e5-dca9-442e-8b45-d0124974c878
1306,astronaut,f995af9a-e04e-4a95-a8ef-cc1a7344cc7d
1307,adrift in space,c79e5ef7-499a-4fc9-ae12-6c6f325767e8
1308,space station,d0ae1f36-adb9-4edf-996e-0546c5c3a1a0
1309,survival,eb0385cc-f40c-4f41-bc7a-c7f9c6d724dd
1310,disaster,5defecb8-7320-455b-baff-48173418e9d8
1311,spacewalk,6080254f-6436-44b3-aa16-b9dbb1eb8967
1312,space shuttle,84be43ec-1792-43e1-904f-8f018cf579f6
1313,race against time,53c3e436-b553-4daa-a4e8-1a452dba202f
1314,nasa,3deef667-3b3d-451b-9d60-296cafc7f5d7
1315,alone against the odds,9ffd90c9-f855-4fef-829f-92bbcc74cd71
1316,hyperventilation,50ceb55b-d6b9-420b-8e0b-eb861b20c4bc
1317,fire extinguisher,68439420-89ba-49ae-a1d3-6110b23babf0
1318,subjective camera,268cd882-985f-4ddb-ad59-a5915ef57151
1319,houston texas,3d6325c4-51c5-4a81-892a-7d57cb6f1106
1320,hallucination,1ae3f9c6-cc21-4783-9d9f-a2273ad4d8b7
1321,space debris,ab2cc753-3f6f-4e09-ac2a-c78a2ca02f77
1322,marooned,688ac42a-f048-480f-9ee5-b6705c3622e2
1323,panic,7604bdd1-160a-43d2-a1c9-406594bb1ac4
1324,outer space,a9e8c004-9013-434c-895d-6d2405972bbc
1325,soliloquy,9e77d9af-092f-44a7-b27e-ab880ad4fd98
1326,woman with tragic history,b52e1e62-c808-4458-8662-cd1477c8f7d3
1327,dream sequence,f17d993d-8d1c-4413-ad97-9f387c8348eb
1328,weightlessness,da088c3e-501a-47d6-bac2-4a3ff40aef21
1329,lack of oxygen,208d9524-827f-4ab3-877a-628f2285759b
1330,hole in the head,8a272efa-c812-4551-920e-d32f06af4150
1331,lack of gravity,946ac272-392b-4f7a-b5a9-b894ce7533b5
1332,tension,af64d5e7-98ec-4bc9-bcff-c5119ed54771
1333,sole survivor,25c96687-e8cb-4135-a54f-3365b51e11ef
1334,minimal cast,ef551043-21d9-4da5-9929-23cf67346269
1335,title at the end,dc7fce66-e90d-414c-99bc-82564aee974b
1336,metaphor,318edcd5-17c1-4f77-901e-e5841049e4fe
1337,zero gravity,3e9e7870-74e5-45a3-a2b7-2b7dfb73b93d
1338,parachute,cf88e0f4-f299-4e68-82e1-9b66a4997021
1339,technology,c2f91ff3-97e6-48a6-b60e-c2f8ffd90876
1340,wrench,4a9f2c4d-5869-4385-9c1e-e8b3531ac02f
1341,underwater scene,e656d331-b401-496f-94e0-0f1545369bd9
1342,can opener,05e49aa6-f3fc-4d29-9b57-14d8a58f20ec
1343,earth viewed from space,01f7da16-61a1-4441-af31-fbab9e06aac3
1344,reference to marvin the martian,b89f9a0a-f400-48f2-a0d1-7947ed9af308
1345,kessler syndrome,1ebf2649-3c48-4b4a-9ade-c5d357e3af20
1346,fear,3b778b8f-357e-4b62-bfbc-7f12adbd0526
1347,character's point of view camera shot,a8b9f627-1627-4e0b-a453-bfacb8dc996b
1348,one day,05ed82ea-f3bb-402a-b135-244ba2500ca6
1349,death of daughter,01af193f-3be3-4b52-b7a6-a850913350aa
1350,radio,b600edfd-18d7-4d91-b2c1-4a169e811fec
1351,spinning through space,7be84e29-ee72-4aae-ae0b-32d1f4fe3857
1352,spacesuit,cde91984-f7c9-4fec-bd68-b1ae5ff1e285
1353,film starts with text,aa2fd8ae-2523-4fc2-8745-5bfe653e4b36
1354,frog,02c7ba0a-12c4-43f8-803b-0abdfdd08293
1355,bolt,a67b48e0-012a-42ae-8443-a49217387047
1383,lego,abad4cfa-3673-414c-bd9d-7bf79da10618
1384,superman,034084e7-d241-40c0-9c88-71ee46d4765c
1385,toys,ce753532-90fe-4278-9ba1-f4f9b90ab598
1386,altered version of studio logo,23c8d90f-d0b0-4f05-beda-c65b85ae6aaa
1387,office building,d5969ba0-ffe6-473a-8537-0a35fa34dc9b
1388,wizard,177aa371-846e-4915-8f90-f84871f78813
1389,dc comics,daa5e79f-a91c-4afd-88fa-3389a96511dc
1390,dual personality,eec1c59e-63ba-48e7-a118-0c74ab9a040e
1391,chase,dba063b1-c3e5-4202-9e4f-e3e87a8dda4b
1392,ghost,059f2a8b-3d2d-4b5c-84af-da715d37f33b
1393,based on toy,fcefa303-d804-49a1-ac89-465e693934c8
1394,no title at beginning,2e5fc036-211b-42d6-ab54-b7ad7df0f856
1395,hobby,da52b08c-fd1c-4ec8-af4c-8321df48b7be
1396,teenage mutant ninja turtles,2e058e2a-5e70-4371-a3a7-8d8e76a25739
1397,twist at the end,d0e5c930-12b0-436f-940c-a823a271c46a
1398,couch,e14a9482-b827-438d-b0e1-d76995528ab2
1399,blind man,7aa05091-9f29-413f-8cac-5e041bea25c5
1400,evil businessman,ddfa0c34-624b-4942-b7ce-f998f218ccdf
1401,robot,33318180-e30a-4da5-9295-293e864d5b4c
1402,glue,2ead894f-9cb9-4357-b43e-08f09a92c4c0
1403,good cop bad cop,d6124fbc-99c2-4f4b-920e-6d5ee1e3e586
1404,cowboy,67fa2857-db94-43e2-800a-d969c40f13f3
1405,saloon,8ed4b1e0-90dc-4d7f-affb-0222057c8527
1406,cyborg,4b0d1a37-2ea6-4c05-bc1f-3630bea65e6c
1407,parallel worlds,d5e3c39e-9336-45ac-aa9a-3a91f841841f
1408,pirate ship,11bbb29f-c69e-4fa0-93fd-62ae9c29fa3f
1409,pirate,3fd6207b-db5b-4842-a3f3-ffa2e74ec397
1410,construction worker,33f9dae3-2f6d-4e26-a74a-38b2560ac5c5
1411,pig,6c1f2afc-235e-4875-bd05-1dd403603795
1424,robocop,cc4b7667-3b7d-410b-9a17-80b4365e49f6
1425,sci fi movie remake,8d8b82fb-5cf8-49dd-a4b8-05a6d4036c4e
1426,drone,abe9d158-90c4-4d3c-bdfc-5140196452dd
1427,rice field,5b77c467-1bf9-4235-afc1-ec94f7712860
1428,abandoned factory,9c4770a0-bb2a-4222-9de7-c1966edf5a72
1429,warehouse,8847a62b-e722-44ee-9256-069118f9a230
1430,computer chip,960dc8aa-1189-46e1-a5fe-d0047c41ab62
1431,lasersight,82da185d-9b3d-44f0-8c46-c01f1db83faf
1432,pentagon,dd6acb8c-f876-4a73-83f5-ab8e353939d7
1433,car motorcycle chase,4cea0818-760e-460f-aab1-2d8523d6f09f
1434,police chief,07cdb008-bcf4-4082-8cdc-a9835cffa106
1435,detective,cdfb2168-ad60-4aba-a62b-e816e4f08059
1436,reboot of series,3e6766a8-66d8-4c5a-ada4-0f87db554bcc
1437,back from the dead,769d8f23-6e8c-4e1b-be48-b66427e1fbb7
1438,taser,32db554e-422b-4740-b8e6-4765a0a913c5
1439,investigation,b07194f7-9cbf-46d3-9b32-6e73c204c623
1440,robot suit,cb175f77-164e-462b-8ca6-0421f44da835
1441,training,c0bf3332-4d03-4926-bff2-e5171376aa20
1442,social commentary,1133c580-6f99-4974-a6c2-a1d84e6d5cdc
1443,explosion,5df8805f-fad5-4391-989e-9524ef7c5e59
1444,surveillance,2004a915-9d78-4186-ab9b-6df02f2ec99d
1445,electrocution,0e6db6f9-2793-45c6-a244-80c1d02ce126
1446,seizure,487a3480-9ca7-403a-84e7-19fb5c34b35e
1447,burn victim,dd7d12eb-804c-421f-a284-5722167f0a52
1448,gunfight,08e7832c-86b0-4e45-984c-67839fa3d722
1449,china,806883df-5476-4ada-aab8-cb9378c23999
1450,hand grenade,9df4e108-d044-4325-afc1-5e4a52034186
1451,futuristic,1a1f2e7a-044d-44bd-b6ba-38c930ed3cc3
1452,virtuality,0e331ffb-46ca-44db-8716-b123225e94f1
1453,helicopter,5310a456-6bb8-4331-9d7d-b80920c2b32e
1454,action hero,0036700b-617e-4e07-b9d0-811277ff8335
1455,stylized violence,ce10831f-78d7-4bf9-b685-ce6cfc0e06ce
1456,shaky cam,467fe6b9-caf8-46d6-83ad-42841cca3c4e
1457,washington monument,ff497d33-cb3a-4168-b42c-30b33aab0223
1458,hostage,7291de98-97a4-4b02-b768-4d5d47e3a54c
1459,maverick cop,40ef2785-2785-4068-b88c-d67acd4cb3b3
1460,attempted murder,05b95762-89c7-401f-8b60-22ac7a40fb8f
1461,one man army,1c0ce8b8-3e93-4a5a-a6db-f6b4f3fbb5d7
1462,escape,3fa6d3e3-aada-4bcb-bcfa-c2bbcf2b5656
1463,exposed brain,8f064be1-52b3-4b51-b187-88ca1cbeda0a
1464,police detective,4abedf27-2289-457a-a386-61f2b47e80dd
1465,gun fu,f03e8e7c-4471-4b33-8f61-36221aaf065b
1466,senator,24f25f70-2073-4aef-b735-aecbc1469677
1467,combat,48d99ba6-bec8-4305-8358-e54ef0faf395
1468,idealism,82d26d0c-f65f-43a3-b6c9-b05b33781aec
1469,hologram,6ff24c05-0457-41fa-8331-2601ff06cb30
1470,high tech,7cd867a8-6c25-4070-9db5-fe426e5e296a
1471,press conference,f9cb4638-3b64-47a2-b0fa-ebff11382ff7
1472,tough cop,e293d250-1945-41ef-9040-d50ea9596237
1473,filmed killing,dcccb846-313f-4285-83f8-f5a2afc9b503
1474,urban setting,44e037bd-0a2e-4dae-99d0-e7d4f085a1df
1475,rooftop,3fae73b5-d511-4834-a4d1-0c4910540d63
1476,general,bf812ac7-e7d6-4922-a24f-8a7760d03340
1477,parking garage,fbe47a34-6310-4b06-9d39-e17dcb736733
1478,arms dealer,3dfab9ca-5538-400b-bec8-0c3b5f5382dc
1479,armory,09bad0e8-4c32-4b7a-b645-a28c39c9f4ce
1480,islamic terrorism,6a8ca324-ba61-49e7-8d99-9ee87f397bea
1481,dark hero,3b219532-cc70-4423-a2d0-352772b2494d
1482,android,d8f9ec51-ff44-4d44-9bdd-9eb2dbe5b63e
1483,tehran iran,5d45e2aa-9be6-4920-9b14-9e9efbda2b2a
1484,meth lab,304afe39-5571-48ca-ac6c-e8d9e649d70c
1485,resurrection,c33ff994-e57a-40e4-9ac3-a16e3067cc5e
1486,jumping from height,ffe560fb-b565-486c-9604-d95d5fc8f8da
1487,ak 47,4bd3cfc7-f5aa-4a4d-b5e3-a8c6fc13be8f
1488,exploding body,6e98bc5b-24fa-451b-8a21-c9e412b9cdfd
1489,security camera,8793e80e-4149-4153-8ec9-4dce7e0eac65
1490,disobeying orders,de9e67e8-1f58-4570-82c9-cb0c41ef011e
1491,mind control,04f26101-ce3a-4f72-a619-080c2e6a5450
1492,moral dilemma,8fe6eb37-8549-49bb-9bd5-5d1946872532
1493,mercenary,6c7072a3-760c-473c-baac-c9db7aef02a0
1494,female cop,28afd82d-2fd7-46a5-aaa5-edbb4a4e16dd
1495,laboratory,cb540bb3-e494-4554-a63b-47e6bdb429a1
1496,warrior,7575a32e-92f1-412a-82a3-8e3084b8222e
1497,child in peril,682f297a-b84a-44a5-b7a2-dc1747f958ed
1498,giant robot,6f7a0e97-1e50-4750-800d-3cfe03ff97c4
1499,night vision goggles,b13647b9-0055-41a7-abfb-c4e9ae280546
1500,brain surgery,931e651d-6b8b-461f-94b6-8f18f5da1017
1501,motorcycle cop,fde7a463-cb45-4a59-a399-6ac7c5243ade
1502,falling from height,8756d3d8-9a2b-4494-a3b3-5c4c0588f078
1503,ceo,fa9ba0dd-5f25-49bd-9bb7-fb92c82291db
1504,heavy rain,32bece78-0618-483b-8d6b-fdfca921b276
1505,scientist,9da4d943-db81-4f98-bbaf-475cefaccead
1506,war on terrorism,51c62892-c5d7-4037-bc5f-e3583b840598
1507,super speed,40dbcda3-05a4-4934-aed3-b850979f6b3b
1508,cyberpunk,d90f5cdb-8cda-4c63-85f3-175fecadc505
1509,megacorporation,ad45300e-fe49-4cac-bb27-31fa3b61e270
1510,detroit michigan,7bdaf103-951a-4c2c-8a5a-a33c3725715b
1511,law enforcement,56241d63-5bb5-463f-9660-f43625bbeebc
1512,newspaper headline,908e8870-8366-4fa0-9bca-3b86f28acfc1
1513,remake of american film,d46fcf66-a15d-4c7b-a12b-d3a68081225e
1514,news reporter,569ebb5e-3c79-454b-9d9f-86f7131b0b35
1515,ethics,8e3a5173-dc8f-4034-927e-e74a7c00823d
1516,metal arm,f828b5d9-abf0-41bc-b797-9291d2b95ba9
1517,partner,31c72f72-1a2b-4524-b408-eaad0a0522d2
1518,assault rifle,3cfe13ba-5c9e-4147-81d7-93142c517bf2
1519,guitar,0e282aaa-0aaa-4cd4-96d4-35326bd11af6
1520,science,cd1b0543-2607-43a7-ab0c-fc444dc632db
1521,undercover cop,1a0b0f5f-accc-4db4-bd85-6fbdb8c2cb69
1522,american flag,e27c8932-3092-46cf-8eaf-77afe80b5e21
1523,tracking device,2c9a7aab-302c-4488-8a37-91ebd1ee5903
1524,politics,e90b68f6-8202-4d73-b5f6-e7d5ca16d134
1525,hidden gun,84ecc81a-92ec-4761-8295-0cf2d5f2fa37
1526,x rayed skeleton,b6361824-6a01-4ebf-92d7-daf234acdec3
1527,suburbia,b08c8c35-d8cb-45c5-b6f5-c0bbb34fcc91
1528,dual wield,dd435a9b-1c33-4d64-9ae3-231116dab80f
1529,near future,2351b484-5c9c-4bf9-93b6-5a0af35d3158
1530,grenade launcher,60ad6865-196f-4db5-9be8-354de00c6c0a
1531,police vigilantism,762f2127-b9dc-422f-8d1e-36fea72e8c29
1532,suicide bomber,c429a794-25d0-4b84-95d8-c68f12f2d59d
1533,presumed dead,378278dd-3506-449e-bb4c-b6c992658677
1534,media coverage,130ede2b-cbaf-47f4-8bad-c26f9479ad75
1535,armored car,ba7344c8-c6df-43f9-aa89-646b94bfea70
1536,2020s,b4f2b4ea-924d-46d4-854d-4bfd41dd2cf3
1537,police station,a530be14-5ab7-4700-b90e-4bb524a13b3d
1538,undercover,3c3e9c16-a0a9-4fff-9d53-e24628368bfa
1539,bleeped dialogue,c4b90c79-31d0-4800-ab50-8c28afa6117b
1540,bullet time,3d9a1c0c-a881-4b10-9f24-7d24a1b7918f
1541,swat team,3b3f78dc-54c5-4729-8d56-9eda7fd2957a
1542,remake,930453cd-6b98-4e65-a7a8-b07ee1de0a99
1543,white house,b9002463-9032-49f0-bb84-ab1a7bb7c6f1
1544,jumping through a window,ca8545f0-bd82-4894-bbff-2dbe8591954c
1545,cameraman,632ec4a0-e8c5-4041-8254-fdbe3fdbc193
1546,tv personality,e3acc054-a01c-4621-a829-37273f768b8b
1547,news report,a178d159-c789-452e-8aad-5725090094e6
1548,cell phone,1d61e265-a24a-493c-b51d-00cea8be2990
1549,fight the system,56034e6f-0f93-446f-b39b-7f02102a8414
1561,operating system,9c04989f-d8bc-4ec9-ae6a-732fa89fa152
1562,writer,5eef4e32-6c54-4cda-8047-9fb5e55b7429
1563,best friend,17f64e09-dd78-4605-9bf1-882eaffd76ae
1564,playing video game,0db3417a-d765-4ec5-adef-7825f0d5ebd0
1565,lonely man,98fddf9b-0c3c-485d-907a-2fdcfb39882d
1566,ex husband ex wife relationship,4d06bc6f-6352-4abd-ba05-986920d81988
1567,actress shares first name with character,7dd07fb4-ce86-48e3-93f1-f6b2c29a3f47
1568,produced by director,3c97daac-ff13-4e37-80b9-5401f391265d
1569,pronoun in title,5c44a07b-992c-48ee-ac1a-242292ce8d16
1570,jealousy,111cbd1d-bbae-4248-9301-69a6ef8be5bf
1571,smoke rising from manhole,9503326d-d58d-4e87-b1bd-b306e6b45432
1572,woman in lingerie,5166dbbf-15d9-409e-8b49-904ee83bbd85
1573,phone sex,c2b48a20-f5a4-436d-8b8d-b433a20067c9
1574,beach,9f4bcd29-2737-47eb-9186-f25d532e386b
1575,flashback sequence,68ca1465-2b6a-4e21-9a35-57386e6c0979
1576,falling down,c8573b40-510e-454b-8704-1693f98ebe44
1577,sparkler,c5c2f2bc-afa8-4548-b8b7-e4aecc609d21
1578,relationship problems,5388b9d5-4960-49a2-aea4-1b1364cef1af
1579,profanity,2fbb2b11-8555-4093-bdc7-38b50564f44b
1580,romance with artificial intelligence,06b4a2b9-c34b-4dc1-afac-157fb408694b
1581,manhole,75753676-d9be-4eeb-ba94-47c8e06782a7
1582,mustache,5ec51e95-1cc5-43af-9e27-899f4b9e83a1
1583,computer tablet,48bfcf22-0c32-46a8-a333-c5907531cbf1
1584,signing divorce papers,872afc94-5bed-450e-a1fe-53f8d8ae9d39
1585,surrogate,d322ce1e-5d57-4a62-aa49-c22e0c81b62f
1586,break up,9b2e93bf-1c99-4e5b-9586-a0be32fa8f60
1587,video game,6952909c-7060-45e3-bb32-2bd6f37c075e
1588,train ride,ae8222bb-a01f-46d5-82db-6379e1c7bb45
1589,writing a letter,654402a4-b2cf-4d7e-b32b-384c5f20bde2
1590,blind date,8a4262e3-eb31-46d2-bcaa-8911737dd7c2
1591,love letter,72408e11-2c67-4516-9ca1-871271e158da
1592,loneliness,d8404e06-030c-4af7-a606-af3b1d72b2cd
1593,los angeles skyline,8a8a6071-2dd7-4d83-8037-19ab8c4c25a4
1594,awkwardness,89edac3a-b237-4ff7-967f-9a44613694e8
1595,masturbation,3a9b9664-c030-4c56-997e-f1585f3cae36
1607,hiv,9e9fd50b-2c18-4b88-9061-5902a7e3ce86
1608,aids,262f4d7c-8eae-4fd8-84ee-6321374d39b9
1609,biopic,c10c6aec-6478-4772-9fa4-ea645cf88ffc
1610,fda,cc88a72f-6179-4287-97f5-b1aba9842ad7
1611,electrician,320055c3-a8c1-40bc-ac54-a7e2d7f67f48
1612,trial,05bd56f1-e11a-414e-a496-416933ae2410
1613,clinical trial,a8f691bf-e542-4d6a-b0cc-841384e69bc3
1614,hiv positive,5dc27cf0-c493-4e00-b859-8fd50ca3a660
1615,gay,149ef31b-216a-4384-9dc7-e748e6cbc250
1616,rodeo,51a60f1b-942b-4852-8da3-6f8661d814c9
1617,treatment,dcc8c6d6-952f-42ef-ac6c-cbd7770623f5
1618,gay community,3b5d57cf-33c1-4a86-b1a8-0c5ec078aefb
1619,transvestite,4555e4d6-2a87-4807-9ecf-533eeedcbdbc
1620,mexico,adfc41e8-0609-4822-be67-4f74d323e87d
1621,pharmaceuticals,7139a725-e97f-4d23-8e69-0d648bb1b79a
1622,dying man,aeab18a1-a7c3-4fe8-a342-181969080300
1623,redneck,6046df96-d602-476f-afc4-813969a41e6f
1624,vitamin,8f879424-aec0-45a0-9360-db95881ba137
1625,research,0b6e1dde-50c8-40eb-9f95-db1edcc2ade9
1626,texas,3df305c2-9541-4ab5-9606-2a50efa7393c
1627,aids test,0cd0bc85-9205-450e-8685-f151ca4fad52
1628,emaciation,782c5481-608f-40a8-80d5-5a5aae49420f
1629,thinness,e9a60238-5702-4a2d-9940-5a541d00c95d
1630,male underwear,97b2858e-62c5-439b-815b-5d06963a4271
1631,weight loss,5f22b48d-d2bb-453a-b28f-88578907eaec
1632,courthouse,4809d0d6-5e46-4791-a3bb-d022b6735db0
1633,alternative medicine,543599e3-e7ae-4944-97bd-aa73fc76099b
1634,drip,11577958-34c3-45c6-89da-d44e7bb04b74
1635,customs officer,0bf95d4f-af6d-41fa-9b32-92df4ebd628c
1636,glasses,2514b8f6-c5f1-4d1b-822f-2e4a6dfbe54d
1637,transgender,31d4bafc-b253-4fc7-93a6-1fff7c89d4ab
1638,reference to ronald reagan,af39b201-8a37-44fc-a84a-388b47e4f1e3
1639,cowboy hat,7992f52f-6736-47ef-953d-4092664cfd9b
1640,prognosis,cc4d6502-e123-407a-8a4b-57384a3a7548
1641,gay acceptance,34985408-3f15-40b9-bf2c-8fa87ce20ae5
1642,drug prescription,5db40dc0-5150-49f0-ba51-1c80c3db4c42
1643,horse riding,de511fec-ac68-4bd8-9483-a64e6cbbdb3a
1644,gay innuendo,c34ee7b1-f3cb-48e1-aa1a-74b0c2176ecb
1645,year 1986,cd398617-cb17-4882-8440-b3016d9bff78
1646,police officer,1508a484-5d52-43e3-9169-bbed048fadff
1647,gay friend,643b4779-4021-42a0-b4fb-f36b3750281b
1648,briefs,01067256-2dff-436c-ac38-b1441dd1756b
1649,homophobia,28de914a-28b5-462e-bde9-5c70fb490052
1650,fatal disease,cf270684-286b-4cbb-ad51-8c6f1739dc2f
1651,drug trial,0f7ffc91-ea27-4da2-85ef-ce00c65ac2a6
1652,trailer,7428facb-8abe-4ba2-8097-8fa12830740d
1653,transphobia,12833230-5f85-4fab-9bba-fc6fa709d9ab
1654,gay taunting,caa0f917-0d72-4183-9704-c94beea5d3e7
1655,japan,a37913f0-9a97-431a-801e-3b142722016d
1656,threesome,a4cf45e5-11fc-4b88-965e-350e66dc7f76
1657,year 1985,cb829400-16cc-43b8-b43c-5cff10c19914
1658,reference to marc bolan,97e50dfc-980e-421d-a15b-d467f778312a
1659,reference to boy george,c2920cc1-141f-4a81-ae7b-567b2d5b0acb
1660,texan,12465e88-e84e-43f5-986e-2459ea5142fc
1661,gay couple,7a33a14b-1990-4cf6-b071-bd24e5157040
1662,man crying,b6e372e5-516f-4dd0-b85f-1ad49dc0aec6
1663,airplane,6fe60e3d-2b1e-4d47-adb0-024c43f79622
1664,gay interest,234e12de-def3-483a-8f5b-d2d12672efc8
1665,hiv aids,dccca2eb-a3b2-4bf6-aeca-bbc2ca8233c0
1666,gay character,da5579b7-1d90-4901-8f03-5e94f3baeba4
1667,illness,17daeb2b-80d1-40a4-bdc1-5802103338ea
1668,drag queen,57239a93-c35a-4bc3-9bbc-7d34b868b566
1669,crying man,b65288ff-aa02-4890-930f-757537e15b64
1670,dallas texas,c6abb56a-cb14-4b0c-bef5-27e9a6c8e540
1671,1980s,2d75e302-6058-4600-a849-6e46b894c81d
1672,fake priest,25bee0fc-94dd-4698-ab44-a117355cb581
1673,library,1a7d66ce-bf7a-4e6f-992d-52f08fe4a837
1674,male rear nudity,ea3cda56-a622-482c-a573-29d4f1705950
1675,occupational injury,a9a12c37-a525-4503-9ad9-6039bb79baa9
1676,aids activism,34c5714d-ec4c-4370-acfe-c33846df4e8f
1677,city name in title,5dfe17a2-0714-4bd2-a019-3e26fb80c9eb
1678,border crossing,f63e0bc0-1740-4867-8a81-186f6a6b7b29
1679,mortality,e589ae69-0348-4dc7-9336-21eebcaf5cf3
1680,hospital gown,9caec6b9-cc87-4fb5-a3e0-9c7886c022bb
1681,gay slur,233d714d-9e10-4b66-92fd-d6a2771beb27
1682,u.s. mexican border,985b2951-8c61-4e57-935e-f658779be4b3
1683,gay black man,59e7bc7e-35b0-4a20-93b2-9bc3bfd6464f
1684,coughing up blood,d4af9449-e92a-4163-954a-b9c4d4e69f8d
1685,activist,16af0e1d-f78f-4460-9268-086a810d4d6a
1686,what happened to epilogue,e6fee34b-a45c-42d0-a0e6-dde9534ebb3a
1687,hiv test,979888e7-3efa-4816-a034-7474b801b9b7
1688,pharmaceutical industry,18a1cd23-16b2-42d0-be4a-42de253dfe41
1689,gay bar,1dd9174e-e851-4e20-b2f7-c4483e717ff4
1690,amsterdam netherlands,5a20fdbc-7567-4e28-b698-bc53bad10d75
1691,gay son,ac51a1f2-a591-4da0-aa15-75d273393114
1692,doctor patient relationship,91afee63-6bf6-4736-a663-8d6366324f21
1707,sold into slavery,f32fb669-dc5b-40d1-ba6c-d82246867263
1708,new york,446d42e5-f046-487b-be78-fa965cb3d538
1709,slavery,ff3aa4b6-2397-4c06-9560-eec84c2b7917
1710,slave,1f47479c-58ba-4f72-ac8f-9680a78fe18a
1711,abolitionist,7090cf25-8de2-4bc9-889f-ad617158a73c
1712,physical abuse,de54cd7b-7ca2-44c1-96f0-2ecfc7f5274f
1713,slave owner,b20ab54c-9a09-42b4-a720-f43f3412f43c
1714,rochester new york,aab1be12-df0f-4b29-a8ac-6dd97fbfc77a
1715,cotton field,a67dbe8d-7a2f-419d-a1e1-f39ce30bc083
1716,interracial marriage,0c9d2254-530c-40b0-ae20-acb05a54a7ed
1717,slave trade,23659d89-5634-4e9d-b38f-2d08ef8914aa
1718,fiddle,2eec5355-b1f6-49f8-b353-45064f42821e
1719,infidelity,94d29acb-d78a-4616-ada6-d143cab8ba63
1720,unfaithful husband,2402b301-6fed-48dd-a7ae-96ca5423d19b
1721,crying woman,7ff072f4-60f6-47a7-81c2-369541aa839d
1722,forced to strip,4643d24c-b76b-4c8d-b21f-ecb3950c424a
1723,male frontal nudity,4528d6a2-a123-4f01-b7b2-4768e02beb1a
1724,year in title,5509bf30-b624-4354-889f-d22946a15554
1725,cotton,2d0174e9-d26d-48a6-826f-105854f76134
1726,whip,58bbee7d-aee3-4b06-b42f-168bf91661bf
